0.10729,-0.98953,0.092859,0.33317,0.1699,-0.18782,-0.23797,-0.65587,-0.53526,-0.41895,0.19525,-0.34011,-0.48459,0.45111,-1.0442,-0.54167,-0.50763,-0.34877,0.32532,-0.62528,0.65924,-0.31051,0.16335,0.18912,-0.98528,0.75478,-0.60089,0.25906,-0.77894,-0.49454,0.26446,-0.43162,0.49449,0.75752,-0.31021,-0.24539,-0.022667,-1.214,-0.18729,-0.62307,-0.64454,-0.42209,0.20322,0.073908,-0.39103,-0.33283,-0.33305,0.27224,-0.57141,0.095331,-0.31005,-0.37102,0.26301,-0.27591,-0.63563,-0.44402,-0.30916,-0.45279,-0.17485,-0.32992,-0.00076106,-0.61805,-0.52155,-0.11206,-0.51653,-0.64569,-0.33187,-0.70988,-0.78779,0.17908,0.3315,-0.74209,0.146,-0.13441,0.032236,-0.37303,-0.72298,0.66238,-0.52505,-0.48755,-0.29208,0.56824,-0.67383,-0.026246,0.44896,0.25972,-0.34474,0.047736,0.22901,-0.25828,0.63112,-0.65056,-0.54046,-0.16288,0.51678,-0.20805,-0.56037,-0.61827,0.005563,-0.16376
-0.51042,0.52243,-0.83128,-0.36515,-0.74582,0.77276,-0.086233,0.15218,0.55219,-0.34428,-0.18057,-0.69658,-0.29521,-0.61757,0.2951,-0.076598,-0.13916,-0.43252,-0.31091,-0.10458,-0.69637,1.2979,-0.25326,-0.73011,0.0030572,-0.25308,0.21151,-0.64944,0.26923,-0.19249,-0.46005,0.60181,-0.65631,-0.30225,-0.0075753,0.5943,-0.78526,0.25857,-0.32384,0.4319,0.32261,0.61398,0.31043,-0.66785,0.46556,-0.2583,-0.11262,-0.2957,-0.099165,0.029693,0.30578,0.59577,-0.81674,0.20647,0.42151,0.44741,-0.3261,0.33626,-0.24648,0.35087,-0.8657,-0.15887,0.91859,0.6873,0.12396,-0.4003,0.1004,-0.36001,0.45284,0.28405,-0.37928,0.011146,-0.56818,-0.73982,0.32883,-0.27965,0.082922,-0.46729,0.35396,0.21739,0.12297,-0.85128,0.17849,-0.70699,-0.77374,-0.76298,0.27779,-0.81036,-0.29824,0.76766,-0.58359,0.29882,0.27474,-0.29987,-0.60188,0.13023,0.26886,-0.3376,-0.54814,-0.25045
-0.4025,-0.73158,0.29229,0.56191,0.16137,0.21864,-0.1324,0.38919,0.1047,-0.68946,-0.34522,0.012003,-0.41816,-0.46475,0.39103,-0.67326,-0.34695,0.35144,-0.94202,0.66692,0.81281,-0.086969,-0.65297,0.028944,-0.55419,0.01299,0.12182,-0.48305,0.44808,-0.46181,-0.88677,-0.034233,1.15,-0.61995,-0.024797,-0.50791,-0.23609,0.073292,-1.0619,-0.61587,-0.22582,0.69722,0.089881,-0.15867,-0.55047,-0.10365,-0.68503,0.046894,0.56621,-0.35648,-0.31227,-0.41343,0.96101,-0.072827,0.030647,-0.29743,-0.80751,0.58168,-0.69142,-0.44869,0.091654,-0.11945,-0.90581,-0.19062,-0.1111,-0.36033,-0.2458,0.08617,-0.82132,-0.26249,0.52177,0.20052,-0.29077,-0.27919,0.61079,-0.085996,0.26892,-0.22412,-0.015628,-0.12593,0.065231,-0.25566,-0.81032,0.34444,-1.1106,-0.30135,-0.38209,0.73676,-0.5527,-0.71213,0.3898,0.8609,-0.34466,-0.36538,-0.16005,-0.50453,-0.070309,-0.79309,0.51432,-0.10227
-0.23008,-0.84107,-0.8325,-0.55545,0.36117,0.10654,-0.50584,-0.034468,-0.38749,0.27436,-0.85871,-0.52978,-0.24721,-0.0024191,0.60434,-0.92234,-0.52149,-0.61263,0.0080058,0.47469,-0.8989,-0.36658,0.014231,-0.68735,0.027367,-0.37048,-0.042982,0.031726,0.63822,0.55319,-1.0137,-0.57181,0.5973,-0.38758,-0.43629,0.23591,-0.8945,0.5084,-0.55644,1.1163,-0.14782,-0.7388,-0.37282,0.021234,-0.47269,0.01898,-0.035599,-0.38206,0.48548,0.16762,-0.2429,0.32474,0.49575,-0.61432,-0.68317,0.029606,0.1221,-0.77279,-0.66763,0.89528,0.0072665,0.012062,0.026321,-0.041451,-0.12487,-0.2222,0.13623,0.20781,0.49867,-0.16252,-0.11956,-0.8433,0.24653,-0.32408,-0.021108,-0.22108,-0.05062,-0.445,-0.56067,-0.56686,-0.37689,-0.22331,-0.50731,-1.0627,0.303,0.24579,-0.26747,-0.072186,0.59059,0.49993,-0.16216,-0.16013,-0.203,0.09896,-0.049751,-0.041934,-0.039488,0.51159,-1.2645,-0.070551
0.0035873,0.36256,-0.13003,-0.36759,-0.56336,-0.0094477,0.11244,-0.9782,-0.33617,0.30211,0.34565,1.0561,-0.14479,-0.8547,-0.30947,0.039276,0.44628,0.63862,-0.71581,0.2576,0.031902,0.051525,-0.96499,-0.37293,-0.88549,-0.33532,-0.3717,-0.31967,-0.40942,-0.75955,0.19475,-0.52343,-0.58756,-0.037242,-0.56396,0.093469,-0.10319,-0.55075,0.13805,-0.19434,-0.97507,0.071347,-0.24231,-0.58519,0.14068,0.68113,0.45243,0.62246,-0.2729,-0.84006,-0.80856,0.1779,0.046415,-0.022609,-0.56207,0.0092101,-0.065394,0.24728,0.080098,0.34867,-0.59775,-0.2588,-0.32546,0.32506,0.89027,0.69351,-0.16209,-0.086726,-0.049678,-1.1959,-0.4861,0.29215,0.206,-1.2068,-0.29791,0.55863,0.10202,0.57353,0.34226,-0.33566,-0.53028,-1.0138,0.21614,-0.079186,0.40778,-0.0066217,0.050863,-0.50871,-0.19236,0.061209,-0.33353,-1.0239,-0.16768,0.56727,-0.29027,0.061485,0.87073,0.71975,0.29987,-0.71681
0.87697,0.13236,-0.91153,-0.20282,0.42117,0.12577,1.0816,-1.1508,-0.81443,-0.22365,0.098704,-0.66621,-0.094729,-0.0048646,0.31663,1.0755,0.97695,-0.45792,0.37223,-0.63718,-1.0257,0.084266,-0.11985,-1.0221,0.30995,0.35493,-0.17132,-0.50096,-0.45996,-0.30464,0.87805,-0.23875,-0.20412,-0.95018,0.61859,0.45937,0.29748,-0.042585,0.34725,-0.54398,0.17318,0.095767,-0.12184,0.11469,-0.058986,-0.40941,-0.2228,-0.32943,0.28139,-0.32217,0.19383,-0.39843,-1.6291,0.80375,0.35533,-0.0022086,-0.30586,0.20528,0.17841,-0.27487,-0.84931,-0.48846,-0.24317,0.49416,-0.33955,0.94642,0.021158,-1.1617,0.37619,0.027703,0.10373,-1.5742,0.074842,-0.18408,-0.44118,0.27291,0.59149,-0.72127,-0.6308,-0.36004,0.44718,0.065889,-0.11176,-0.78039,-0.2551,0.10681,0.9104,0.76626,-0.19323,0.056052,0.38507,0.053039,0.93909,-0.2744,0.009673,0.24569,-0.14016,0.64189,0.2048,-0.52718
-0.024765,-0.91364,-0.47961,0.099215,0.11163,-0.24929,-0.30749,-0.57451,-0.4642,0.33273,-0.19296,0.054672,0.48711,-0.525,-0.57856,0.09147,0.29855,-0.78733,0.32215,-0.56768,0.29065,-0.18727,-0.58633,0.161,-0.50615,-0.24545,-0.34103,0.055569,-0.60076,-0.39637,0.2174,0.79644,-1.12,0.18266,-0.29618,-0.33146,-0.59529,0.45792,0.26297,-0.32146,-0.57502,-0.33523,-0.55752,-0.88774,0.26476,0.18474,0.4921,-0.57934,-0.47295,0.80054,0.75383,-0.18102,-0.59098,-0.13682,0.51358,-0.21011,0.029588,0.63427,0.60871,-0.12467,-0.3418,-0.25512,-0.32633,-0.20354,-0.63541,-0.79029,-0.34359,0.32377,-0.19941,0.14737,-0.65554,0.046265,-0.92767,-0.17132,-0.5692,-0.6392,-0.59441,0.092997,0.43338,0.84553,0.6164,-0.69805,0.25165,0.34438,-0.51029,-0.11133,-0.22126,-0.86808,-0.46065,-0.37972,-0.15373,0.56097,-0.30741,-0.19559,0.54214,0.48404,0.61026,-0.61737,0.18802,-0.010021
0.56466,0.2123,0.30515,-0.62278,-0.57443,-0.10228,0.69255,-0.46512,0.20803,-1.0146,-0.41061,0.23096,0.24469,0.76496,-0.42237,-0.78624,-0.22998,0.076999,-0.67145,0.11112,-0.23379,-0.20341,-0.23519,0.18837,0.067091,0.26196,0.9433,-0.95849,0.012561,0.63104,-0.0039885,-0.22305,0.033862,1.0275,1.0655,-0.27393,-0.055579,-0.62616,-0.78532,0.43934,0.42695,0.48589,-0.39595,-0.23585,0.12038,-0.64359,0.63874,0.71242,-0.38626,-0.24943,-0.41522,0.3261,0.43095,0.61641,-0.26571,0.70453,-0.020636,-0.34572,-0.015698,-0.092034,-0.25728,0.72075,0.35735,0.11283,-0.26467,0.25194,0.48149,-0.31846,-0.91389,-0.60077,-0.038901,-0.070952,-0.32492,-0.35529,-0.24338,0.39786,-0.64901,0.6401,-0.60571,-0.033803,-0.42115,0.12521,-0.052775,0.046208,-0.37878,-0.17612,0.41145,-0.28358,-0.25195,-0.29611,-0.46853,-0.45291,0.46991,-0.59393,-0.13,0.19191,-0.38218,-0.32159,-0.95079,-0.85758
-0.89113,0.81858,0.97496,0.25553,0.32437,-0.45721,-0.37448,0.60657,0.48101,0.020837,0.2976,-1.4249,-0.35436,-0.72913,0.062682,0.57252,-0.028127,0.50682,0.5677,-0.62767,-1.0683,-0.58862,0.2616,-0.23029,0.049484,-0.23407,-0.39787,-0.1561,0.74678,-0.91003,-0.91789,-0.71172,-1.2638,-0.39307,-0.32775,-0.48763,0.34661,0.29992,0.7338,-0.54004,-0.07144,-0.95066,-0.2134,0.2098,-0.36148,-0.016922,-0.56757,-0.37149,-0.046158,-0.48578,-0.047331,-0.22989,-0.26731,-0.44917,0.39987,-0.33141,-0.39876,-0.9192,0.091175,-0.59502,0.10975,-0.91188,0.075703,-0.44504,-0.6143,-1.3175,-0.28859,-0.51958,0.24493,0.43445,-0.70895,0.82867,-0.24195,0.1285,-0.96573,-0.54992,0.10373,-0.32133,-0.55375,-0.34969,-0.1373,-0.2657,-0.51308,0.35347,0.039187,-0.78157,-1.0394,0.055984,-0.66832,-0.01764,-1.1164,-1.161,-0.20292,-0.3346,-0.67747,-0.39362,-0.59869,0.053911,0.1683,0.26275
-0.87007,0.1407,-0.6307,-0.055332,-0.71571,-0.065198,-0.61915,1.2506,0.055042,0.86793,-0.24223,0.95828,0.36118,-0.035147,-0.23478,0.1045,-0.027373,-0.70991,-0.55695,-0.29474,0.34495,-0.038895,0.34785,0.068123,0.53455,-0.63265,-0.37529,0.20521,-0.56907,0.8858,0.18316,-0.15268,-1.1192,-0.41936,-1.1608,0.1103,0.10649,-0.50631,0.52942,-0.65162,0.79936,-0.21982,-0.26901,-0.34939,0.5089,-1.028,-0.60972,-0.52225,-0.078783,-0.030841,-0.20723,-0.3222,-1.3463,-0.37478,-0.44206,-0.49826,-0.11303,-0.85847,-0.49055,0.034453,-0.50802,0.7552,-0.34327,0.060679,0.50825,0.43036,-0.50638,0.44063,0.44259,-0.96902,-0.829,0.1792,-0.65105,0.4122,-0.26509,0.1708,-0.5831,-0.62732,0.14293,0.23167,-0.27726,1.1835,0.41226,-0.16413,0.073817,-0.57128,-0.49141,-0.6074,0.067629,0.051918,-0.2989,-0.38621,-0.45415,-0.11557,-0.047385,-0.52059,-1.3324,0.03983,0.37532,-0.25253
